 written on 16May2012 at 16:37:13 
           5
         241
    3    2    1    1    2    2    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    1    1    2    3    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    3    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    3    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    3    2    1    1    1
    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    2    2    1    1    2
    3
  -10    5    0    1    1    0.000041    0.000000
  -10    5    0    2    1    0.000002    0.000000
  -10    5    0    3    1    0.000000    0.000000
  -10    5    0    4    1    0.000000    0.000000
  -10    5    0    5    1    0.000000    0.000000
  -10    5    0    1    2   -0.000028    0.000000
  -10    5    0    2    2    0.000041    0.000000
  -10    5    0    3    2    0.000000    0.000000
  -10    5    0    4    2    0.000000    0.000000
  -10    5    0    5    2    0.000000    0.000000
  -10    5    0    1    3    0.000000    0.000000
  -10    5    0    2    3    0.000000    0.000000
  -10    5    0    3    3    0.000002    0.000000
  -10    5    0    4    3    0.000001    0.000000
  -10    5    0    5    3    0.000001    0.000000
  -10    5    0    1    4    0.000000    0.000000
  -10    5    0    2    4    0.000000    0.000000
  -10    5    0    3    4    0.000001    0.000000
  -10    5    0    4    4    0.000002    0.000000
  -10    5    0    5    4    0.000001    0.000000
  -10    5    0    1    5    0.000000    0.000000
  -10    5    0    2    5    0.000000    0.000000
  -10    5    0    3    5    0.000001    0.000000
  -10    5    0    4    5    0.000001    0.000000
  -10    5    0    5    5    0.000002    0.000000
   -9    3    0    1    1    0.000012    0.000000
   -9    3    0    2    1    0.000005    0.000000
   -9    3    0    3    1    0.000000    0.000000
   -9    3    0    4    1    0.000000    0.000000
   -9    3    0    5    1    0.000000    0.000000
   -9    3    0    1    2   -0.000036    0.000000
   -9    3    0    2    2    0.000012    0.000000
   -9    3    0    3    2    0.000000    0.000000
   -9    3    0    4    2    0.000000    0.000000
   -9    3    0    5    2    0.000000    0.000000
   -9    3    0    1    3    0.000000    0.000000
   -9    3    0    2    3    0.000000    0.000000
   -9    3    0    3    3    0.000000    0.000000
   -9    3    0    4    3    0.000000    0.000000
   -9    3    0    5    3    0.000000    0.000000
   -9    3    0    1    4    0.000000    0.000000
   -9    3    0    2    4    0.000000    0.000000
   -9    3    0    3    4    0.000000    0.000000
   -9    3    0    4    4    0.000000    0.000000
   -9    3    0    5    4    0.000000    0.000000
   -9    3    0    1    5    0.000000    0.000000
   -9    3    0    2    5    0.000000    0.000000
   -9    3    0    3    5    0.000000    0.000000
   -9    3    0    4    5    0.000000    0.000000
   -9    3    0    5    5    0.000000    0.000000
   -9    4    0    1    1   -0.000016    0.000000
   -9    4    0    2    1   -0.000030    0.000000
   -9    4    0    3    1    0.000000    0.000000
   -9    4    0    4    1    0.000000    0.000000
   -9    4    0    5    1    0.000000    0.000000
   -9    4    0    1    2    0.000098    0.000000
